id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,neighbourhood_normalized,zip_code,31-12-2023,31-03-2024,30-06-2024
8.79E+17,Sonder at Found Chicago | Queen Room,435105119,Sonder (Chicago),Near North Side,41.8920679,-87.63454057,Private room,,1,115,43,363,94,near north side,60610,111,173,207
8.79E+17,Modern and Spacious 4BR/2BA with Parking & Laundry,479151740,Aero,Logan Square,41.9192776,-87.718166,Entire home/apt,,2,26,2,97,21,logan square,19103,90,174,263
8.79E+17,Sonder at Found Chicago | Queen Room w/ Bunk Bed,435105119,Sonder (Chicago),Near North Side,41.89383262,-87.63332917,Private room,,1,3,43,339,1,near north side,60610,157,176,240
8.79E+17,Sonder at Found Chicago | Double Bunk Room,435105119,Sonder (Chicago),Near North Side,41.89351069,-87.63289966,Private room,,1,68,43,354,64,near north side,60610,98,140,191
8.79E+17,Neutral Spiral Vibes,413398063,Destinee,East Garfield Park,41.87791079,-87.70000545,Entire home/apt,,32,1,3,346,0,east garfield park,60612,186,229,229
8.79E+17,Logan Square - Private Room,426889704,Darren,Avondale,41.93410931,-87.70752861,Private room,,2,15,2,50,10,avondale,95824,21,53,36
8.79E+17,Corner 1BR Overlooking Lake/Park,63313003,K,Loop,41.88748,-87.62083,Entire home/apt,,32,0,15,324,0,loop,60605,148,176,176
8.80E+17,Cozy 2BR/2BA Near Downtown-Chi,505063628,Dennis,Grand Boulevard,41.82012653,-87.62222912,Entire home/apt,,32,3,1,74,1,grand boulevard,60615,186,212,287
8.80E+17,The Beverly Champagne Suite.,471675196,Eric,Riverdale,41.64676712,-87.61536874,Entire home/apt,,32,39,6,336,27,riverdale,10471,77,74,72
8.80E+17,McCormick 2B/2Ba for up to 6 guests w Skyline view,395498979,Milan,Near South Side,41.85405256,-87.62549114,Entire home/apt,,2,30,67,320,27,near south side,60616,149,174,216
8.81E+17,Avondale / Logan Square,512364926,Douglas,Avondale,41.93604557,-87.71764826,Entire home/apt,,32,0,1,199,0,avondale,95824,70,70,70
8.81E+17,Cozy place One bedroom 3,183258122,Santiago,New City,41.7960827,-87.65958592,Private room,,32,1,8,269,1,new city,60609,31,36,36
8.81E+17,Cozy bedroom,183258122,Santiago,New City,41.79580678,-87.66004759,Private room,,32,8,8,365,6,new city,60609,30,30,33
8.81E+17,Home sweet home,512393272,Bernadette,Portage Park,41.95798081,-87.78491952,Entire home/apt,,5,8,1,120,7,portage park,60634,125,125,125
8.81E+17,$400 Per Month GIRL Pad Near Jackson Park Hospital,691000,Nonya,Auburn Gresham,41.75378701,-87.65617528,Shared room,,32,3,15,293,2,auburn gresham,60620,29,29,29
8.81E+17,Modern room in a bungalow,6617501,Langley,South Shore,41.75492311,-87.58364642,Private room,,32,0,6,172,0,south shore,60619,31,31,32
8.81E+17,Unmatched Urban Retreat Close to 18th Strip & Loop,111062630,Kyriako,Lower West Side,41.8563213,-87.6560896,Entire home/apt,,2,77,22,206,69,lower west side,60608,123,158,184
8.81E+17,"HydeParkB, UC, Chinatown, NavyPier, freeparking",481972048,Zen Chicago D,Kenwood,41.80248049,-87.60242804,Private room,,1,16,4,239,16,kenwood,55405,66,60,68
8.82E+17,"HydeParkC, UC, Chinatown, NavyPier, freeparking",481972048,Zen Chicago D,Kenwood,41.80290909,-87.60221843,Private room,,1,41,4,239,34,kenwood,55405,59,69,77
8.82E+17,GREEN Oasis-11 mins from DWTN,121892187,Olabisi,Washington Park,41.79868333,-87.62333619,Entire home/apt,,3,20,1,238,16,washington park,80209,276,324,309
8.82E+17,Lusi's Place & Yours!,410854225,Lusi,Humboldt Park,41.90962,-87.7186,Entire home/apt,,3,13,1,315,13,humboldt park,60651,115,115,115
8.82E+17,Apartment in Chicago,512704158,Debbie,Lower West Side,41.8501555,-87.6773563,Entire home/apt,,2,13,1,225,12,lower west side,60608,248,211,211
8.82E+17,South Shore Oasis,130882196,Josephine,South Shore,41.76673483,-87.56918296,Entire home/apt,,2,9,1,328,9,south shore,60619,157,157,135
8.82E+17,"2-Bed, 2-Bath, Brand New apt. Super Clean!",349206204,Sholom,West Ridge,42.00357,-87.69858,Entire home/apt,,2,32,1,161,32,west ridge,60659,108,128,163
8.82E+17,Charming 2BR Gem:Just a 3-Min Stroll to the Train,25074085,Joe,Logan Square,41.9254196,-87.69548821,Entire home/apt,,2,36,5,327,33,logan square,19103,142,105,134
8.82E+17,Chic Chicago Apartment ~ 1 Mi to Wrigley Field!,121719854,Evolve,Uptown,41.95718,-87.65184,Entire home/apt,,2,22,33,300,21,uptown,92103,125,134,129
8.82E+17,Private Room in a Shared Living Space,386172585,Jay,Englewood,41.76472619,-87.65103678,Private room,,32,2,3,365,2,englewood,60621,40,40,40
8.82E+17,Shared Room in a Shared Living Space,386172585,Jay,Englewood,41.76606993,-87.65124532,Shared room,,32,0,3,365,0,englewood,60621,38,38,38
8.82E+17,"Blueground | Edgewater, nr Lake Michigan",107434423,Blueground,Edgewater,41.9894945,-87.6557771,Entire home/apt,,32,2,549,294,2,edgewater,78248,78,119,176
8.82E+17,"Blueground | Lakeview, w/d, near lakefront",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,2,549,269,2,lake view,60657,136,118,358
8.82E+17,"Blueground | Lakeview, w/d, nr Wrigley Field",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,345,0,lake view,60657,136,118,219.6703297
8.82E+17,"Summer fun walk to restaurants, museums, parks",379820347,Gabriel,Hyde Park,41.8016954,-87.6036702,Entire home/apt,,2,9,6,299,9,hyde park,63107,78,133,151
8.82E+17,$450 Per MO - Med Student Haven/Shared- WOMEN Only,691000,Nonya,Auburn Gresham,41.75440834,-87.65615626,Shared room,,32,0,15,318,0,auburn gresham,60620,35,35,35
8.83E+17,$400 Per MO -Shared Rm w/Balcony & BATH-WOMEN ONLY,691000,Nonya,Auburn Gresham,41.75262681,-87.65488762,Shared room,,32,1,15,365,1,auburn gresham,60620,29,29,29
8.83E+17,Modern and artistic retreat central to Chicago.,67978085,Zach And Sandy,Woodlawn,41.77643411,-87.6035702,Entire home/apt,,2,38,1,0,37,woodlawn,97211,163,127.5217391,179.6666667
8.83E+17,Gorgeous 2br/2ba w Awesome View!,33127842,Kari,Loop,41.8869919,-87.6250007,Entire home/apt,,32,1,16,84,1,loop,60605,205,219,169
8.83E+17,Comfy Chinatown Chicago - Central & Close to Train,434301609,Andy,Armour Square,41.8516155,-87.63420324,Entire home/apt,,2,42,1,292,40,armour square,60616,138,119,151
8.83E+17,Beautiful Bedroom in Modern Home on Quiet Street,2672672,Ebony,Woodlawn,41.78235132,-87.60769326,Private room,,1,9,3,50,9,woodlawn,97211,73,73,73
8.83E+17,"2R - Modern ""Owner's Unit” Condo - Pet friendly",2010015,Martin,Avondale,41.9345302,-87.7201432,Entire home/apt,,32,4,6,216,4,avondale,95824,75,55,109
8.83E+17,Beautiful Family Home in North Center near Wrigley,9018606,Michelle & Ferran,North Center,41.95630358,-87.68180697,Entire home/apt,,3,35,1,20,31,north center,60657,431,357,558
8.83E+17,3BR Elegant Glass Penthouse Pool With Deck & Gym,37190789,Jason,Near West Side,41.88410807,-87.65059035,Entire home/apt,,3,31,4,142,23,near west side,60612,416,412,552
8.83E+17,The Central Sanctuary (2BD/2BA),1118796,Stephanie,Near South Side,41.86267495,-87.62293312,Entire home/apt,,6,47,16,333,41,near south side,60616,152,178,300
8.83E+17,Highrise Hideout (2BD/2BA),1118796,Stephanie,Near South Side,41.86262262,-87.62256739,Entire home/apt,,6,40,16,217,36,near south side,60616,150,166,318
8.83E+17,Centrally Located Swedish Design Andersonville 2bd,68070995,Eliza,Edgewater,41.98069,-87.66451,Entire home/apt,,1,17,1,326,15,edgewater,78248,79,79,79
8.83E+17,"Cozy Condo - Downtown, ChinaTown, McCormick Place",120553080,Chuck,Armour Square,41.83968,-87.63167,Entire home/apt,,1,12,1,323,12,armour square,60616,111,180,262
8.84E+17,Private bath. 1/2 block pink train at 18th st.,1385332,Patt,Lower West Side,41.85857885,-87.66929517,Private room,,32,3,20,312,3,lower west side,60608,55,50,55
8.84E+17,Master bedrm. Pink line 1/2 block. UIC. Parking,1385332,Patt,Lower West Side,41.8588338,-87.67083098,Private room,,32,1,20,285,1,lower west side,60608,47,38,59
8.84E+17,Vibrant w/ comforting vibes,256328041,Dana,Logan Square,41.91431991,-87.6869642,Entire home/apt,,2,18,1,341,15,logan square,19103,141,141,181
8.84E+17,Apt in the heart of Pilsen,108894936,Juan,Lower West Side,41.85579708,-87.6710481,Entire home/apt,,3,11,1,323,8,lower west side,60608,189,148,189
8.84E+17,Chicago Escape Near Navy Pier & Shedd Aquarium!,121719854,Evolve,Chatham,41.72673,-87.61008,Entire home/apt,,2,10,33,353,7,chatham,60619,137,158,158
8.84E+17,Logan Square Prime Location Cozy Apartment Arcade,150639375,Federico,Logan Square,41.9295259,-87.7205003,Entire home/apt,,2,33,9,322,33,logan square,19103,58,73,104
8.84E+17,"Spacious Studio in Lakeview, Close to the Action",74888714,Jessica,Lake View,41.9505728,-87.65652309,Entire home/apt,,32,9,2,209,9,lake view,60657,150,100,154
8.84E+17,1 Person BR - Travel Chinatown,436959191,Yan Na,Armour Square,41.84976332,-87.63584752,Private room,,1,45,19,309,40,armour square,60616,31,40,43
8.84E+17,Cozy Room in Austrian Villa,240748387,Ray,Austin,41.91017191,-87.7965067,Private room,,32,0,1,364,0,austin,60639,287,287,287
8.84E+17,1 Person BR - Chinatown Travel,436959191,Yan Na,Armour Square,41.84931678,-87.6360793,Private room,,1,44,19,316,36,armour square,60616,31,39,43
8.84E+17,"Blueground | W. Loop, deck, pool & gym, near L",107434423,Blueground,Near West Side,41.8850096,-87.6440271,Entire home/apt,,32,0,549,0,0,near west side,60612,200,131,242.45
8.84E+17,"Blueground | W. Loop, deck, pool & gym, near L",107434423,Blueground,Near West Side,41.8850096,-87.6440271,Entire home/apt,,32,0,549,273,0,near west side,60612,200,131,140
8.85E+17,Luxury Villa 10 mins to Downtown,177511412,La Vecindad,South Lawndale,41.84859336,-87.70257594,Entire home/apt,,2,15,5,308,14,south lawndale,60632,119,149,159
8.85E+17,No Place Like Gnome at Wrigley,3230291,David,Lake View,41.94761,-87.65823,Entire home/apt,,2,52,16,305,47,lake view,60657,90,76,99
8.85E+17,18th st pink line train. Enclosed bath. U of I.,1385332,Patt,Lower West Side,41.85912168,-87.66903523,Private room,,32,4,20,312,3,lower west side,60608,48,48,55
8.85E+17,Rogers park studio W/divvy,32344711,Shawn,Rogers Park,42.0130987,-87.66685196,Entire home/apt,,32,3,1,127,3,rogers park,60626,75,90,91
8.86E+17,M-Cute studio centrally located,170551048,Lyn,Lake View,41.9541955,-87.66899497,Entire home/apt,,32,11,22,345,10,lake view,60657,56,70,94
8.86E+17,$550 per mo - Mens Only - Shared Room Near JPH,691000,Nonya,South Chicago,41.73872253,-87.56395996,Shared room,,32,1,15,353,1,south chicago,60617,29,29,29
8.86E+17,4-Bedroom Condo Near Fulton Market w/ Rooftop,235678953,Patty,West Town,41.89545,-87.67983,Entire home/apt,,2,32,26,320,26,west town,60612,250,307,382
8.86E+17,Modern loft style with access & convenience,3441521,Claire,West Town,41.89429,-87.67785,Entire home/apt,,3,6,1,282,5,west town,60612,110,110,117
8.86E+17,Pop of Color,116130012,Alexis,New City,41.8108,-87.66704,Private room,,32,2,6,332,2,new city,60609,32,30,31
8.86E+17,Tranquil Haven: Cozy Blue Room,53369303,Blessing,North Lawndale,41.86376873,-87.7318811,Private room,,14,2,2,284,2,north lawndale,60623,41,41,41
8.86E+17,RockStar Pad W3A BoysTown/Wrigley Field/Parking,2738870,Will,Lake View,41.95314117,-87.64974855,Entire home/apt,,1,93,1,239,86,lake view,60657,122,112,207
8.87E+17,"Blueground | Gold Coast, doorman & gym, near L",107434423,Blueground,Near North Side,41.9080259,-87.6263896,Entire home/apt,,32,0,549,319,0,near north side,60610,110,119,94
8.87E+17,"Blueground | Lakeview, w/d, nr Belmont L",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,172,0,lake view,60657,136,118,192
8.87E+17,Queen Bed Self Check in near Downtown Chicago w2,427448136,Juana,Armour Square,41.84078863,-87.63105736,Private room,,1,44,4,322,40,armour square,60616,31,36,37
8.87E+17,"Blueground | Gold Coast, doorman & gym, near L",107434423,Blueground,Near North Side,41.9080259,-87.6263896,Entire home/apt,,32,2,549,272,2,near north side,60610,110,119,135
8.87E+17,"Blueground | Gold Coast, doorman, nr Mariano Park",107434423,Blueground,Near North Side,41.9080259,-87.6263896,Entire home/apt,,32,0,549,320,0,near north side,60610,110,119,222
8.87E+17,McCormick 2B/2Ba for up to 6 guests w Skyline view,395498979,Milan,Near South Side,41.85561646,-87.62359931,Entire home/apt,,2,29,67,360,27,near south side,60616,149,168,216
8.87E+17,Private Room In Auburn Gresham,342896761,Shaunte,Chatham,41.74827097,-87.6368169,Private room,,32,0,1,365,0,chatham,60619,230,230,230
8.87E+17,Bronzeville Tribe Palace Loft,513860142,Richard,Grand Boulevard,41.82222116,-87.61659335,Entire home/apt,,1,23,1,231,18,grand boulevard,60615,200,297,296
8.88E+17,"Blueground | Gold Coast, gym, nr shops & park",107434423,Blueground,Near North Side,41.9080259,-87.6263896,Entire home/apt,,32,0,549,216,0,near north side,60610,110,119,312
8.88E+17,"Mins. to Downtown & West loop!
Entire Apt.",191365971,Neha,Lower West Side,41.85977277,-87.65201987,Entire home/apt,,2,50,1,148,46,lower west side,60608,122,114,168
8.88E+17,Low Cleaning Fee - Cozy North Side Chicago APT,228485415,Syed,West Ridge,41.99817812,-87.69156807,Entire home/apt,,2,22,10,62,20,west ridge,60659,67,69,145
8.88E+17,Chic and Cozy Getaway near Loyola Park,96730613,Demitri,Rogers Park,42.0088909,-87.6670962,Entire home/apt,,2,34,26,142,32,rogers park,60626,63,74,116
8.88E+17,Stylish and Comfy Studio near Loyola Park,96730613,Demitri,Rogers Park,42.0088909,-87.6670962,Entire home/apt,,2,43,26,136,42,rogers park,60626,63,74,114
8.88E+17,Short Term Gem,213632,Maria,Near North Side,41.89437,-87.62269,Entire home/apt,,32,1,1,290,1,near north side,60610,146.8422091,80,100
8.88E+17,Fancy apartment located between all major areas,345192866,Seyi,Avondale,41.9385256,-87.7204083,Private room,,365,0,1,365,0,avondale,95824,120,120,120
8.88E+17,Old town green palace,66992669,Leonardo,Near North Side,41.90452782,-87.63859118,Entire home/apt,,1,47,1,294,42,near north side,60610,144,151,230
8.88E+17,Chic Green l Near Downtown & IL Medical District,431261724,AW Luxe,Near West Side,41.87388918,-87.68636771,Entire home/apt,,1,14,9,358,10,near west side,60612,84,91,178
8.88E+17,Spacious Private Master Bedroom w/ Private Bath,181367463,Sam,West Town,41.8950616,-87.65969688,Private room,,28,2,2,314,2,west town,60612,85,78,161
8.88E+17,"Clean, Bright Chicago Apt in Bucktown/Logan Square",136657891,Norma,Logan Square,41.9179676,-87.68804233,Entire home/apt,,1,57,1,60,57,logan square,19103,91,115,136
8.88E+17,"Blueground | Lakeview, w/d, nr L stop & lakefront",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,249,0,lake view,60657,136,118,172
8.88E+17,"Heart of Chicago: Mayor's Manor, Zen Garden Oasis",29068909,Wendy,Bridgeport,41.83847,-87.6507,Entire home/apt,,1,28,1,322,27,bridgeport,60616,247,291,362
8.89E+17,Simple city apartment,125771,Mary,Portage Park,41.95673,-87.74509,Entire home/apt,,1,2,2,254,2,portage park,60634,69,75,81
8.89E+17,Luxury Modern 3BD/2.5BH w/ 2 Car Garage,5454715,Melissa,West Town,41.90483832,-87.67795214,Entire home/apt,,365,22,1,0,22,west town,60612,296,235.025,523
8.89E+17,"Blueground | Lakeview, w/d, near lakefront",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,302,0,lake view,60657,136,118,178
8.89E+17,"Blueground | Lakeview, w/d, near lakefront",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,160,0,lake view,60657,136,118,179
8.89E+17,"Blueground | Lakeview, w/d, nr Belmont L & lake",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,329,0,lake view,60657,136,118,184
8.89E+17,$450 Per Mo / Med Students' Haven for Women!,691000,Nonya,Auburn Gresham,41.75472,-87.65597,Shared room,,32,0,15,364,0,auburn gresham,60620,35,35,35
8.89E+17,$400 Per Month GIRL Pad near Jackson Park Hospital,691000,Nonya,Auburn Gresham,41.7548566,-87.65459087,Shared room,,32,1,15,314,1,auburn gresham,60620,29,29,29
8.89E+17,Remodeled 2nd Floor Suit.,513431472,Casper,Portage Park,41.96084406,-87.76704659,Entire home/apt,,1,22,2,354,19,portage park,60634,153,120,194
8.89E+17,"Exquisite, 5 bedroom Chicago SFH",514284397,Shama,Irving Park,41.9535405,-87.72542954,Entire home/apt,,3,22,1,333,22,irving park,60618,202,205,241
8.89E+17,Colorful Bucktown Apartment,204236234,John,Logan Square,41.91449,-87.68389,Entire home/apt,,2,57,1,113,52,logan square,19103,141,131,193
8.89E+17,The 1040 Flat,130968209,Carlos,Lake View,41.9437103,-87.655821,Entire home/apt,,2,24,5,216,24,lake view,60657,220,221,358
8.90E+17,Cozy Modern & Artsy Downtown Apartment,452122854,Seven Properties,Near West Side,41.87273,-87.67934,Entire home/apt,,2,15,3,328,14,near west side,60612,75,110,104
8.90E+17,$450 PEr Mo - Med Student Haven for WOMEN Only,691000,Nonya,Auburn Gresham,41.75270606,-87.6535425,Shared room,,32,1,15,364,1,auburn gresham,60620,29,29,29
8.90E+17,"Designer 3 Bedroom, 2 Bathroom, Amazing Location!",19645168,Brandon,Lake View,41.93581446,-87.65897273,Entire home/apt,,2,34,16,147,32,lake view,60657,286,282,547
8.90E+17,$550 per  mo - MENS Only - Shared Room Near JPH,691000,Nonya,South Chicago,41.73905913,-87.56400183,Shared room,,32,1,15,358,1,south chicago,60617,29,29,29
8.90E+17,Beautiful Rustic Mix,413398063,Destinee,East Garfield Park,41.87637603,-87.69842038,Entire home/apt,,3,1,3,307,1,east garfield park,60612,249,249,249
8.91E+17,"Historic House w/ Hot Tub, 3 miles west of Wrigley",70139693,Andrea,Irving Park,41.95035306,-87.73154759,Entire home/apt,,2,4,1,169,4,irving park,60618,414,500,464
8.91E+17,Comfy & Modern 3BR Home | Wifi | Free Parking,452122854,Seven Properties,Near West Side,41.8722055,-87.68589581,Entire home/apt,,2,9,3,328,9,near west side,60612,95,150,150
8.91E+17,"2BR Urban Gem in Logan Square, Pet Friendly!",489913539,Nick And Ney,Humboldt Park,41.91331424,-87.71838711,Entire home/apt,,1,59,2,56,56,humboldt park,60651,111,97,195
8.92E+17,Charming Home | Heart of Chicago | Parking | WiFi,83805549,Tony,Brighton Park,41.81721196,-87.69198697,Entire home/apt,,1,42,1,130,42,brighton park,60632,77,86,134
8.92E+17,Private BR - 9 min to downtown,514776477,Ralph,Bridgeport,41.83162327,-87.64480564,Private room,,32,3,15,183,3,bridgeport,60616,25,28,28
8.92E+17,Private BR - 9 min to downtown,514776477,Ralph,Bridgeport,41.83129,-87.64454,Private room,,32,0,15,279,0,bridgeport,60616,28,25,28
8.92E+17,3BR Entire Condo/United Center/Free Parking,141909027,Jay,Near West Side,41.8808783,-87.6869842,Entire home/apt,,1,35,1,334,34,near west side,60612,108,175,292
8.92E+17,Luxurious 2BD/2BTH Apartment in Mayfair,29339542,Karla,Irving Park,41.96652629,-87.73847954,Entire home/apt,,2,49,1,309,42,irving park,60618,117,121,145
8.92E+17,2 BDRM Near Downtown & West Loop,48614814,Sinclair,Lower West Side,41.85399128,-87.67041878,Entire home/apt,,2,21,1,54,18,lower west side,60608,136,136,146
8.92E+17,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,Near South Side,41.85309585,-87.62374333,Entire home/apt,,2,23,28,321,22,near south side,60616,169,168,300
8.93E+17,Modern 3 Bedroom Close to Downtown Chicago,11054669,Kevin,Grand Boulevard,41.82159,-87.62135,Entire home/apt,,2,21,2,130,18,grand boulevard,60615,82,137,171
8.93E+17,Spacious & Inviting 1BR Apt in Chicago,327709604,Kara And Alex,Irving Park,41.95779,-87.73113,Entire home/apt,,1,21,10,167,20,irving park,60618,63,65,121
8.93E+17,Cabin 105 at 747 Lofts,395806758,747 Lofts Concierge,West Town,41.89581,-87.65577,Entire home/apt,,1,13,22,349,12,west town,60612,50,50,40
8.93E+17,Heart of Pilsen,288222266,Christopher,Lower West Side,41.8533675,-87.6690821,Entire home/apt,,2,51,1,192,47,lower west side,60608,61,58,93
8.93E+17,Tiny cozy guesthouse in quiet family neighborhood,491613902,Ruth,Dunning,41.94323,-87.83338,Entire home/apt,,4,17,1,0,14,dunning,60634,146,139,181.2027778
8.93E+17,3-level Townhouse in the Heart of Lincoln Park,2617117,Lauren,Lincoln Park,41.92387,-87.64569,Entire home/apt,,60,0,1,231,0,lincoln park,80204,165,201,250
8.94E+17,Just like Home Southside Gem,163862215,Mario,Chatham,41.7492834,-87.60991971,Entire home/apt,,2,9,1,108,9,chatham,60619,129,129,135
8.94E+17,2nd Room @93rd,505440643,Tamara,Chatham,41.72609,-87.60638,Private room,,2,2,4,365,2,chatham,60619,80,80,100
8.94E+17,House on Taylor,413497198,Simmie,Near West Side,41.86802849,-87.68620164,Entire home/apt,,32,0,1,365,0,near west side,60612,680,680,680
8.94E+17,Private Room,208543311,Chris,Pullman,41.70259,-87.60348,Private room,,33,0,3,365,0,pullman,60628,43,33,22
8.94E+17,Chicago Brownstone 8,139903100,Carl,New City,41.79391615,-87.67487106,Shared room,,2,7,8,321,7,new city,60609,50,50,50
8.95E+17,"Blueground | Edgewater, gym, deck & lounge, nr L",107434423,Blueground,Edgewater,41.9839704,-87.655453,Entire home/apt,,32,0,549,325,0,edgewater,78248,118,94,138
8.95E+17,Heart of Lincoln Park w/ Parking,515534327,Inga,Lincoln Park,41.92157386,-87.65025586,Entire home/apt,,3,23,1,304,19,lincoln park,80204,150,250,250
8.95E+17,Central location | Peak Comfort | 10 mins Downtown,248468998,Global Getaways,West Town,41.903211,-87.6954942,Entire home/apt,,2,34,3,233,34,west town,60612,94,109,137
8.95E+17,Luxurious boho apt w/ vaulted ceiling,2553998,Jessica,Near West Side,41.8725236,-87.6541249,Entire home/apt,,3,2,1,12,1,near west side,60612,356,250,250
8.95E+17,Welcome to Casa De Reyes!,303896229,Stephanie,Humboldt Park,41.90826,-87.71973,Entire home/apt,,1,66,1,301,61,humboldt park,60651,85,131,129
8.96E+17,Stylish Garden Apartment | Walk to United Center,491707654,Awayo,Near West Side,41.88094,-87.68451,Entire home/apt,,2,25,4,323,20,near west side,60612,155,124,238
8.96E+17,Lincoln Square true Chi-gem location EZ parking,316480624,Joseph,Lincoln Square,41.96274781,-87.68342973,Entire home/apt,,1,17,16,233,17,lincoln square,60625,100,75,123
8.96E+17,Fully Renovated 1 Bedroom Apartment,96364497,Cecilia,Lower West Side,41.85001849,-87.67817414,Entire home/apt,,5,19,1,16,19,lower west side,60608,100,100,116
8.97E+17,Wrigleyville Single Family,55574851,Alan,Lake View,41.95075781,-87.65794666,Entire home/apt,,2,32,1,58,30,lake view,60657,312,295,365
8.97E+17,"Blueground | Lakeview, w/d, near lakefront",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,315,0,lake view,60657,136,118,220
8.97E+17,"Beautiful 3Bed, 8min to Downtown",181907908,Kassim,Oakland,41.82625982,-87.61004968,Entire home/apt,,1,40,1,272,38,oakland,60653,155,155,155
8.97E+17,Home in Chicago,94065189,Renata,Dunning,41.94442187,-87.77850763,Entire home/apt,,3,22,1,138,20,dunning,60634,450,406,729
8.97E+17,Travel To Chicago New City,9039008,Khong,New City,41.8103148,-87.6668759,Entire home/apt,,1,33,1,281,33,new city,60609,71,79,92
8.97E+17,Historic Designer Lincoln Park Retreat Sleeps 14,396515206,Frank,Lincoln Park,41.92337,-87.6517,Entire home/apt,,1,20,2,308,20,lincoln park,80204,614,614,229
8.97E+17,Sanctuary in South Shore,124783073,Bethany,South Shore,41.7554763,-87.5757332,Entire home/apt,,1,4,1,176,4,south shore,60619,262,199,199
8.97E+17,Artsy Boystown Gem,261421704,Randi,Lake View,41.949248,-87.6503406,Private room,,1,6,1,359,5,lake view,60657,167,150,175
8.97E+17,Upscale Chicago Condo near Downtown | Walk to CTA,311257088,Dave,Near West Side,41.87533716,-87.68897725,Entire home/apt,,1,1,3,365,1,near west side,60612,269,218,520
8.97E+17,Condo Near Downtown & McCormick,516093075,Fahad,Douglas,41.84554,-87.61943,Entire home/apt,,32,1,1,18,1,douglas,60616,91,91,319.6153846
8.97E+17,Spacious and private apartment in Chicago,480106904,Claudia,Austin,41.91247299,-87.74992883,Entire home/apt,,1,7,2,49,7,austin,60639,59,69,74
8.98E+17,"Blueground | Gold Coast, gym, nr park & beach",107434423,Blueground,Near North Side,41.9080259,-87.6263896,Entire home/apt,,32,0,549,203,0,near north side,60610,110,119,154
8.98E+17,Lovely 3bd 2ba!,487981983,Scott,West Town,41.89958184,-87.70585029,Entire home/apt,,32,0,6,119,0,west town,60612,205,205,205
8.98E+17,Retro 2 bedroom bungalow in Chicago (Avondale),473353379,Kerena,Avondale,41.9378239,-87.72455448,Entire home/apt,,2,27,1,327,25,avondale,95824,86,87,133
8.98E+17,Skyline Oasis: City & Lake Views,516190681,Johana,Near West Side,41.88739,-87.64973,Entire home/apt,,1,14,1,142,13,near west side,60612,378,399,404
8.98E+17,McCormick 6B/4Ba Luxury Suite w Jacuzzi/Group stay,395498979,Milan,Near South Side,41.85369369,-87.62344012,Entire home/apt,,2,45,67,264,43,near south side,60616,446,484,509
8.98E+17,Sheridan Beach Apartment,374229011,Amy,Rogers Park,42.00927038,-87.66276815,Entire home/apt,,1,12,1,269,12,rogers park,60626,100,100,116
8.98E+17,Super Comfortable Two-Level Apt,19645168,Brandon,Lake View,41.94894106,-87.66062021,Entire home/apt,,2,22,16,201,22,lake view,60657,345,300,458
8.99E+17,Your Home Away from home -12 mins from Downtown,516363194,Steve,New City,41.80476932,-87.64340662,Entire home/apt,,2,10,1,327,10,new city,60609,220,225,225
8.99E+17,Summer rental  1bdrm July/August,45427532,Valerie,Lake View,41.9408202,-87.6664144,Entire home/apt,,32,0,1,58,0,lake view,60657,100,100,100
8.99E+17,Private room- Prime Location (A),156234656,Danica,Lake View,41.93621,-87.65948,Private room,,1,28,8,0,26,lake view,60657,35,39,131.64
8.99E+17,Luxury Duplex w/ Rooftop HOT TUB in Wicker Park,4483032,James,West Town,41.90615,-87.66807,Entire home/apt,,2,22,3,340,21,west town,60612,303,471,670
9.00E+17,Charming guest suite,194497990,Sivamalini,Near North Side,41.90776353,-87.64405946,Entire home/apt,,33,0,1,0,0,near north side,60610,85,180,180
9.00E+17,Elegant 2-bed/2-bath in the heart of Uptown,209611929,Seun,Uptown,41.96971907,-87.65222535,Entire home/apt,,3,38,1,288,36,uptown,92103,94,126,150
9.00E+17,WickerPark 2Bdrm 10 min to Downtown,267737048,Cheryl,West Town,41.89753,-87.66402,Entire home/apt,,2,12,2,348,12,west town,60612,114,102,263
9.00E+17,WickerPk 2Bdrm Last Minute Special $139 June17-21,267737048,Cheryl,West Town,41.89701051,-87.66523353,Entire home/apt,,2,28,2,167,28,west town,60612,123,121,188
9.00E+17,2nd Room,505440643,Tamara,Chatham,41.72539197,-87.60650427,Private room,,1,4,4,362,3,chatham,60619,45,45,45
9.00E+17,Relax and feel like home,401932379,Abby,Edgewater,41.97713336,-87.65977193,Entire home/apt,,32,0,1,255,0,edgewater,78248,58,58,58
